economy,Country,EN.POP.SLUM.UR.ZS,FM.AST.DOMS.CN,FP.CPI.TOTL.ZG,IC.FRM.BRIB.ZS,NY.GDP.PCAP.KD,SE.PRM.ENRR,SE.PRM.UNER,SH.DYN.NMRT,SI.POV.GINI,SL.UEM.TOTL.ZS,SP.DYN.CBRT.IN,Year
LAO,Lao PDR,,,7.56898856109973,,1687.14736914443,122.093788146973,41583.0,28.0,,0.726999998092651,26.399,2011
KGZ,Kyrgyz Republic,,31941421277.09,16.6363262731496,,1011.31552914855,99.6840896606445,16572.0,16.3,27.8,8.52999973297119,27.1,2011
KWT,Kuwait,,25247244200.0,4.8394034987095,,33166.919618599,105.624809265137,1139.0,5.3,,2.03800010681152,18.972,2011
XKX,Kosovo,,887669557.0,7.33641771315266,,2997.21935377983,,,,27.8,,18.3,2011
KOR,"Korea, Rep.",,2041206181002370.0,4.02596500436097,,26186.8975422978,101.711959838867,9806.0,1.7,,2.99000000953674,9.4,2011
PRK,"Korea, Dem. People's Rep.",,,,,,,,14.9,,2.78200006484985,13.933,2011
KIR,Kiribati,,,1.49740979875968,,1366.36808568394,,,25.2,,,29.592,2011
KEN,Kenya,,1552896200340.24,14.0224939638475,,1357.25363235829,,,23.9,,2.83699989318848,34.249,2011
KAZ,Kazakhstan,,11109656743422.5,8.42488761919795,,9506.73405348324,109.77165222168,3727.0,10.2,28.0,5.3899998664856,22.51,2011
JOR,Jordan,,21842630000.0,4.16244162927781,,4521.40808017274,79.3352203369141,227861.0,11.5,,12.8999996185303,27.862,2011
JPN,Japan,,1173778900000000.0,-0.272455616101254,,33011.13423011,,,1.0,,4.55000019073486,8.3,2011
JAM,Jamaica,,615878150000.0,7.55585646580907,,4945.94884588445,,,12.5,,12.6999998092651,17.478,2011
ITA,Italy,,2687412000000.0,2.78063272879324,,32229.4567910904,102.504348754883,13259.0,2.4,35.1,8.35999965667725,9.2,2011
ISR,Israel,,841276543800.441,3.47857270934193,,33678.1314599762,106.204483032227,570.0,2.3,41.4,7.1399998664856,21.4,2011
IMN,Isle of Man,,,,,71304.0147579231,,,,,,,2011
IRL,Ireland,,391119000000.0,2.5571888318692,,46220.8132201209,103.378677368164,621.0,2.5,32.9,15.3500003814697,16.2,2011
IRQ,Iraq,,-1125833000000.0,5.80145537085299,37.3,4218.38236927388,,,19.3,,8.12199974060059,33.152,2011
IRN,"Iran, Islamic Rep.",,3517347900000000.0,26.2933856738609,,5575.68227618364,100.732803344727,180715.0,11.9,,12.4899997711182,18.335,2011
IDN,Indonesia,,2784693471847820.0,5.3560477898215,,2849.35498540064,109.179832458496,890102.0,16.8,40.5,5.15000009536743,20.526,2011
IND,India,,66523569983099.0,8.9117933648337,,1292.8212056402,108.323356628418,5445603.0,30.6,35.7,5.42600011825562,20.495,2011
ISL,Iceland,,3141382956608.83,4.00102664343116,,48933.5456614347,98.8115234375,358.0,1.3,26.8,7.03000020980835,14.1,2011
HUN,Hungary,,21739590300000.0,3.92992098935075,,11556.6726411743,100.015502929688,9545.0,3.3,29.2,11.0299997329712,8.8,2011
HKG,"Hong Kong SAR, China",,4006981752000.0,5.30524892993918,,39656.1118481058,,,,,3.42000007629395,13.5,2011
HND,Honduras,,181313036592.639,6.76227957314765,,2159.71078839121,99.6456985473633,155569.0,12.2,52.6,4.46999979019165,24.336,2011
HTI,Haiti,,51457857873.9511,6.33279483849046,,1342.54364163862,,,28.3,,14.5279998779297,27.248,2011
GUY,Guyana,,228506073407.28,4.97773563706971,,5088.60704456262,98.9966125488281,1800.0,22.4,,12.0570001602173,21.088,2011
GNB,Guinea-Bissau,,62447038026.1703,5.04610226320203,,616.683542445337,,,43.6,,5.98199987411499,38.714,2011
GIN,Guinea,,10869001001327.0,21.3504664236733,,711.990871580973,87.285530090332,445635.0,34.2,,4.79300022125244,39.278,2011
GTM,Guatemala,,142971213945.854,6.21412393067094,,3688.86616443424,113.629920959473,104773.0,15.6,,3.08500003814697,27.197,2011
GUM,Guam,,,,,34067.1937684541,,,,,13.3000001907349,17.611,2011
GRD,Grenada,,2011129052.45,3.03347280334727,,8076.82315029577,,,9.3,,,17.461,2011
GRL,Greenland,,,,,42994.9238212176,,,,,,14.4,2011
GRC,Greece,,322985000000.0,3.3298532335065,,19400.8077326583,98.2902374267578,18008.0,2.2,34.8,17.8600006103516,9.6,2011
GIB,Gibraltar,,,,,,,,,,,,2011
GHA,Ghana,,18119772524.2913,8.7284593709303,,1579.6995927154,102.970809936523,298913.0,29.0,,5.59600019454956,32.127,2011
DEU,Germany,,4378156000000.0,2.07517452479837,,39977.3417095357,102.46656036377,71525.0,2.3,30.8,5.82000017166138,8.3,2011
GEO,Georgia,,8319469947.82518,8.54293333333334,,3356.99786834394,104.270683288574,6588.0,9.3,39.6,19.6299991607666,14.036,2011
GMB,"Gambia, The",,11600867000.0,4.79588266183109,,671.36963718237,77.926399230957,95869.0,32.4,,9.50899982452393,40.716,2011
GAB,Gabon,,982873000000.0,1.2633170783742,,7086.38778211358,139.933624267578,,23.5,,20.4290008544922,33.265,2011
PYF,French Polynesia,,,,,,,,,,12.2919998168945,16.53,2011
FRA,France,,3002731000000.0,2.11159795174997,,36245.5427948625,102.691101074219,9824.0,2.3,33.3,8.8100004196167,12.7,2011
FIN,Finland,,372929000000.0,3.41680754255211,,44466.8176978572,99.755241394043,4015.0,1.6,27.6,7.78000020980835,11.1,2011
FJI,Fiji,,4182235210.32463,7.27811782708491,,4626.68330129154,105.689796447754,736.0,9.0,,4.40999984741211,22.259,2011
FRO,Faroe Islands,,,,,,,,,,,12.0,2011
ETH,Ethiopia,,,33.2499598823345,6.5,489.992672496167,94.2797164916992,3293817.0,36.7,,2.31200003623962,35.369,2011
SWZ,Eswatini,,7660266854.63717,6.10742714590245,,3356.04383135186,124.492233276367,13336.0,22.5,,25.8110008239746,29.747,2011
EST,Estonia,,13747000000.0,4.9819013145361,,15692.788829336,101.713943481445,18.0,1.9,32.5,12.3299999237061,11.1,2011
ERI,Eritrea,,41678721223.31,,,700.99816345796,86.2345428466797,114587.0,21.5,,5.52099990844727,35.476,2011
GNQ,Equatorial Guinea,,-314702000000.0,4.80538922155687,,14098.6463738662,67.9409027099609,68909.0,34.3,,8.72799968719482,37.049,2011
SLV,El Salvador,,10921710536.82,5.12892376681616,,3447.35013069705,114.162567138672,,8.9,42.3,4.30000019073486,19.418,2011
EGY,"Egypt, Arab Rep.",,1022981275076.88,10.0649259874818,,3472.5982931206,99.1844863891602,399760.0,14.6,,11.8500003814697,27.871,2011
ECU,Ecuador,,19818153778.0,4.47453265795836,,5654.92807002849,114.117668151855,16225.0,8.5,45.9,3.46000003814697,21.253,2011
DOM,Dominican Republic,,834023847782.18,5.79676809206526,,5881.13542061702,109.860450744629,56059.0,24.3,47.7,6.09000015258789,21.178,2011
DMA,Dominica,,756724338.63,1.13123136526474,,7640.34021696806,108.318908691406,88.0,20.7,,,,2011
DJI,Djibouti,,75086536170.89,5.06871394777984,,,66.5089111328125,37863.0,37.0,,26.8880004882813,24.787,2011
DNK,Denmark,,4391397000000.0,2.75868226051246,,51644.4635097775,100.780670166016,4182.0,2.9,27.3,7.76999998092651,10.6,2011
CZE,Czechia,,2752863000000.0,1.91721913635547,,16761.8273125123,100.760856628418,3219.0,1.6,26.4,6.71000003814697,10.4,2011
CYP,Cyprus,,58947000000.0,3.28944939564212,,25466.107421875,101.200538635254,82.0,1.9,32.6,7.8600001335144,11.441,2011
CUW,Curacao,,,2.33253152562139,,20539.3600816526,,,,,,13.1,2011
CUB,Cuba,,,,,6942.05769695221,101.426200866699,10264.0,2.8,,3.1800000667572,11.179,2011
HRV,Croatia,,295701409555.06,2.27272727272727,,11779.5299874137,93.537727355957,4785.0,3.4,32.3,13.6800003051758,9.6,2011
CIV,Cote d'Ivoire,,3276240542466.23,4.91243395052462,,1558.96869730952,79.6928863525391,,38.7,,7.125,37.18,2011
CRI,Costa Rica,,11065047446648.6,4.87799830970698,,10559.2059597167,115.888191223145,166.0,6.5,48.8,10.1400003433228,15.554,2011
COG,"Congo, Rep.",,-1098254000000.0,1.75958704273802,,2407.89357893617,109.231872558594,,22.1,48.9,20.1840000152588,36.684,2011
COD,"Congo, Dem. Rep.",,1878078094647.13,15.316515913949,,417.757028533925,101.162239074707,,31.7,,4.2519998550415,44.549,2011
COM,Comoros,,45844712673.74,1.84266300756184,,1228.28456209085,108.02465057373,,35.8,,7.04500007629395,34.915,2011
COL,Colombia,,254755318653150.0,3.41758959146978,,5468.19553964577,117.669471740723,112318.0,9.6,53.5,10.1099996566772,16.458,2011
CHN,China,,68797152649750.1,5.55389892257492,,6152.68600485336,99.0470199584961,,7.6,42.4,4.55000019073486,13.27,2011
CHL,Chile,,85583856424853.3,3.34121694259299,,12339.2610911453,103.407249450684,49451.0,5.3,46.0,7.34000015258789,14.463,2011
CHI,Channel Islands,,,,,,,,,,7.46700000762939,10.657,2011
TCD,Chad,,349593000000.0,2.02924053678257,,700.662705270942,88.6454772949219,816390.0,37.5,43.3,1.0,46.01,2011
CAF,Central African Republic,,263552000000.0,1.19447572449846,21.0,550.019895518698,87.6728973388672,264970.0,45.5,,5.61499977111816,38.431,2011
CYM,Cayman Islands,,,1.32543575779667,,75165.9869769287,93.6545181274414,482.0,,,,14.5,2011
CAN,Canada,,,2.91213508872355,,42036.9978438542,98.1893692016602,,3.7,,7.51000022888184,11.0,2011
CMR,Cameroon,,1670701000000.0,2.93969946305094,,1255.4772399485,107.228141784668,363235.0,31.3,,3.96499991416931,38.992,2011
KHM,Cambodia,,12579469744904.3,5.4784474961745,,940.111819470524,122.141471862793,40924.0,20.3,,0.579999983310699,25.166,2011
CPV,Cabo Verde,,121514210169.843,4.47388342165027,,3091.22295968491,109.017631530762,4140.0,14.9,,10.8830003738403,22.084,2011
BDI,Burundi,,834896000000.0,9.59216605979671,,315.617157211044,140.828903198242,,27.1,,1.60199999809265,42.682,2011
BFA,Burkina Faso,,941892618538.474,2.7597672485453,,602.579146921484,81.5949096679688,945880.0,30.5,,3.78500008583069,41.721,2011
BGR,Bulgaria,,53887680000.0,4.21990346601875,,6605.08982045823,103.584861755371,514.0,5.0,34.3,11.2600002288818,9.6,2011
BRN,Brunei Darussalam,,1729748662.861,0.137911563169595,,34244.2069027601,106.816520690918,,4.8,,6.94099998474121,17.294,2011
VGB,British Virgin Islands,,,,,,103.461921691895,2.0,,,,,2011
BRA,Brazil,,4164365848153.48,6.63644962213085,,8965.62055746199,106.985061645508,769460.0,10.7,52.9,6.92000007629395,15.11,2011
BWA,Botswana,,8381510000.0,8.45987233408587,,5899.46284134251,,,22.9,,18.4169998168945,27.754,2011
BIH,Bosnia and Herzegovina,,14274045730.26,3.67124999999999,,4185.3041797553,,,5.0,33.0,27.5799999237061,9.188,2011
BOL,Bolivia,,53127248782.35,9.88446419823887,,2602.71849553744,100.686889648438,107307.0,20.8,46.1,2.25,24.548,2011
BTN,Bhutan,,42878284695.649,8.84898569946802,,2386.62111130181,110.876983642578,11078.0,21.6,,3.23000001907349,18.913,2011
BMU,Bermuda,,,,,112471.34754245,98.3706665039063,164.0,,,,10.6,2011
BEN,Benin,,802562718571.042,2.70423907747279,,989.767354468482,122.726043701172,77060.0,33.5,43.4,2.65000009536743,38.945,2011
BLZ,Belize,,1936177695.79,,,4729.99008087075,111.401641845703,1048.0,10.0,,8.28400039672852,23.044,2011
BEL,Belgium,,432184000000.0,3.53208210722744,,39929.0951439359,101.946800231934,10445.0,2.3,28.1,7.1399998664856,11.7,2011
BLR,Belarus,,11099808230.0,53.2286983118173,,5938.22068048537,102.12622833252,2463.0,1.7,27.2,6.16599988937378,11.5,2011
BRB,Barbados,,,9.43220240177216,,16618.55921962,98.2839889526367,981.0,9.9,,11.1899995803833,11.489,2011
BGD,Bangladesh,,5611424000000.0,11.3951651552399,,1024.0219568794,,,28.2,,3.77099990844727,20.657,2011
BHR,Bahrain,,7813733461.11403,-0.400040697488052,,20774.2449354934,94.8689727783203,7477.0,3.2,,1.18099999427795,16.271,2011
BHS,"Bahamas, The",,9030260805.38,3.19878141660321,,32026.6263162363,,,7.9,,14.5200004577637,14.855,2011
AZE,Azerbaijan,,10005746902.32,7.85833333333332,,5152.65745405188,95.5736312866211,49999.0,18.8,,5.42000007629395,19.2,2011
AUT,Austria,,409641000000.0,3.28657914875376,,44451.0001918473,99.7387008666992,9350.0,2.4,30.8,4.55999994277954,9.3,2011
AUS,Australia,,2141382579870.74,3.30385015608744,,54108.1110551111,105.689682006836,44871.0,2.6,,5.07999992370605,13.6,2011
ABW,Aruba,,2591796000.0,4.31629742195207,,26629.2995319992,105.255859375,,,,,11.123,2011
ARM,Armenia,,1368801565425.5,7.6500080785929,,3098.74230423071,98.4758605957031,6728.0,9.1,29.4,18.4400005340576,15.297,2011
ARG,Argentina,,566177216000.0,,,14200.2698890608,115.614730834961,24042.0,7.5,42.6,7.17999982833862,18.055,2011
ATG,Antigua and Barbuda,,3063121574.43,3.45674967234602,,13525.4449097176,110.573486328125,170.0,5.4,,,16.396,2011
AGO,Angola,,1627396878739.33,13.4824679218512,,2987.7679069278,119.530143737793,773837.0,35.1,,7.3600001335144,45.102,2011
AND,Andorra,,,,,34956.734946798,,,2.1,,,,2011
ASM,American Samoa,,,,,12328.6652824756,,,,,,,2011
DZA,Algeria,,-658563312181.319,4.52421150505276,,3956.8958150634,116.567909240723,26336.0,17.1,27.6,9.96000003814697,24.934,2011
ALB,Albania,,904180000000.0,3.42912324722164,,3678.04673786035,95.0060806274414,24907.0,6.2,,13.4799995422363,12.1,2011
AFG,Afghanistan,,-21915682324.89,11.8041858089129,,511.998514848414,97.6416397094727,,46.0,,11.0539999008179,38.75,2011
WLD,World,,,4.82239636013318,,9568.3562939778,103.097518920898,60561624.0,21.5,,5.7650930530662,19.8546705313262,2011
UMC,Upper middle income,,,5.27974705169345,,6892.74710410887,102.442718505859,6493635.0,8.8,,5.54051967932446,14.9651908267257,2011
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,5.36621092948083,,1620.7438143186,98.7541885375977,31447320.0,31.7421378412466,,5.92722692464764,38.449488928119,2011
SSA,Sub-Saharan Africa (excluding high income),,,5.68631959575963,,1619.56450027089,98.7535629272461,31447320.0,31.7432534875971,,5.92722692464764,38.4514326458987,2011
SSF,Sub-Saharan Africa,,,5.36621092948083,,1620.7438143186,98.7541885375977,31447320.0,31.7,,5.92722692464764,38.449488928119,2011
TSA,South Asia (IDA & IBRD),,,10.2502450334266,,1265.88572407249,105.85929107666,17148412.0,33.3391779231755,,4.78994731683365,21.8659998549495,2011
SAS,South Asia,,,10.2502450334266,,1265.88572407249,105.8593,17100000.0,33.4,,4.78994731683365,21.8659998549495,2011
SST,Small states,,,4.80063594169398,,11158.4543427992,107.409927368164,517692.0,22.8547903713766,,10.4993459370905,23.6847365308483,2011
PRE,Pre-demographic dividend,,,6.42939681072336,,1478.02241665404,98.1874465942383,30116568.0,32.415763244629,,5.26942753741337,40.1270381605822,2011
PST,Post-demographic dividend,,,3.3298532335065,,38725.9923972958,101.815528869629,1167277.0,3.08236460411899,,7.99885735583047,10.96097993378,2011
PSS,Pacific island small states,,,4.87864641704219,,3598.48080492374,110.668518066406,6990.0,10.8537887144675,,3.05447501148476,27.3551081061612,2011
OSS,Other small states,,,4.80063594169398,,12080.2043539714,108.846130371094,454308.0,25.5659743728883,,11.0599375191567,25.0205301817606,2011
OED,OECD members,,,3.37429759432518,,33928.7684900788,103.841751098633,1658330.0,4.56455776256851,,8.03095195290076,12.4397842421295,2011
INX,Not classified,,,,,,,,,,,,2011
NAC,North America,,,3.03448832867281,,52278.6153128719,100.616676330566,600584.0,4.0,,8.79361530238415,12.5308827241507,2011
MIC,Middle income,,,5.68631959575963,,4088.6596110574,103.99690246582,39207900.0,21.7863451996998,,5.29496108828806,19.8909290606498,2011
TMN,Middle East & North Africa (IDA & IBRD countries),,,5.02009983235182,,3969.16358195781,103.670799255371,2182853.0,16.0384469793699,,11.4585832277757,25.0747254089551,2011
MNA,Middle East & North Africa (excluding high income),,,4.97148571692381,,3959.52093591769,103.544776916504,2220835.0,15.9878134506472,,11.5149194085112,25.1688884828613,2011
MEA,Middle East & North Africa,,,4.52421150505276,,7102.35718650354,103.753379821777,2344683.0,14.8,,10.0504634408279,24.3333831543909,2011
LMC,Lower middle income,,,6.10742714590245,,1841.75442598211,104.89347076416,32714266.0,28.3,,5.02744620363849,23.8376900615466,2011
LIC,Low income,,,7.62282262848515,,850.592068711723,98.5942687988281,19848510.0,32.1,,5.09388937174044,37.9822797639839,2011
LMY,Low & middle income,,,5.95444125837772,,3785.00330437099,103.233612060547,59056408.0,23.4598546247993,,5.27880027175342,21.5824948735317,2011
LDC,Least developed countries: UN classification,,,7.06545075231223,,950.497463420887,103.628372192383,24155554.0,31.2589153823226,,4.51359058327213,34.1105189217146,2011
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,5.46284592944071,,8225.83722643672,110.302268981934,1865461.0,10.9643416671329,,6.4956568191103,18.2027359549702,2011
LAC,Latin America & Caribbean (excluding high income),,,5.12892376681616,,7989.79124005731,110.834671020508,1703070.0,11.0342525487378,,6.41314741967475,18.0676123280558,2011
LCN,Latin America & Caribbean,,,5.04243426485765,,8375.56230730175,110.073738098145,1923677.0,10.9,,6.48245990634643,18.0173153416142,2011
LTE,Late-demographic dividend,,,4.37073559939221,,6849.76008931846,101.091423034668,5206488.0,8.2772552223612,,5.05880050847934,13.8950011841849,2011
IDA,IDA total,,,6.30177393422367,,1245.63744093543,99.1023025512695,43481572.0,33.1843900794926,,4.1365293454029,33.6927800154454,2011
IDX,IDA only,,,6.5958381919355,,974.702599894106,102.799118041992,25164080.0,30.4898190679137,,4.66825083109741,33.4228257102068,2011
IDB,IDA blend,,,3.95348186923232,,1784.89592458777,91.2436599731445,18316536.0,38.3991990396272,,2.96234399593616,34.2299162378846,2011
IBT,IDA & IBRD total,,,5.79676809206526,,3919.44072345065,103.236480712891,59226896.0,23.3042730342062,,5.34939373062501,21.4708820863813,2011
IBD,IBRD only,,,5.78925328815882,,4754.35093853675,105.330047607422,15746277.0,17.3945767132592,,5.65839656111916,17.6533643003534,2011
HIC,High income,,,3.3298532335065,,37907.4391107289,102.018188476563,1384296.0,3.2,,7.86283849566368,11.3816243766651,2011
HPC,Heavily indebted poor countries (HIPC),,,6.42939681072336,,901.646505397488,99.3996810913086,22767588.0,31.6196450872736,,5.04941725529927,38.5788662770713,2011
FCS,Fragile and conflict affected situations,,,5.44202470487832,,1877.11468213499,94.6330871582031,28681120.0,32.4339718491308,,5.47066108720225,34.9871759530528,2011
EUU,European Union,,,3.28944939564212,,29807.1297033869,102.540908813477,388999.0,2.5952772190423,,9.84061167157583,10.1462484829749,2011
TEC,Europe & Central Asia (IDA & IBRD countries),,,7.6500080785929,,7371.75502445444,100.10888671875,833569.0,8.44284626999574,,8.01557378779208,14.5284323645711,2011
ECA,Europe & Central Asia (excluding high income),,,7.77279218344757,,6898.64809220618,100.444328308105,719275.0,8.93022625992536,,7.83494503761042,15.273244055192,2011
ECS,Europe & Central Asia,,,3.76368122341409,,21875.9119421495,101.64298248291,1087234.0,5.9,,8.75663801951523,12.5433914545292,2011
EMU,Euro area,,,3.28944939564212,,33991.3652240513,103.168197631836,160579.0,2.3207382616987,,10.1114417766814,10.1638498982809,2011
TEA,East Asia & Pacific (IDA & IBRD countries),,,5.15900497684396,,5164.41920289939,102.260162353516,5749278.0,10.9746431714726,,4.11752570676987,15.3075919862531,2011
EAP,East Asia & Pacific (excluding high income),,,5.23541591478427,,5106.7086256054,102.21312713623,5817496.0,11.0196222291415,,4.09828045098039,15.2904704802538,2011
EAS,East Asia & Pacific,,,5.02146014620726,,8149.98627363344,102.217346191406,6009715.0,10.5,,4.11555237820418,14.6458544470923,2011
EAR,Early-demographic dividend,,,5.81149209022689,,2905.17598309273,106.243530273438,24066776.0,25.7867923252026,,5.58783318148481,22.4508016433109,2011
CEB,Central Europe and the Baltics,,,4.13027562645087,,11366.5396883321,98.9313201904297,165109.0,3.5980997138971,,9.7886778515566,9.97322278608419,2011
CSS,Caribbean small states,,,4.21724265470787,,10071.4687294015,100.081230163574,56394.0,13.6620870958589,,10.4948869848212,17.3462244942164,2011
ARB,Arab World,,,4.75316388885632,,6101.64533265167,95.5911636352539,6612852.0,19.3204208433369,,10.4766732735643,27.4848792443032,2011
AFW,Africa Western and Central,,,4.01869907534491,,1739.00522138238,,,35.1938531343877,,4.54837615294628,40.2415934350541,2011
AFE,Africa Eastern and Southern,,,8.97120640995792,,1540.96642220751,,,29.2205134697821,,6.74808147368188,37.2375573920502,2011
ZWE,Zimbabwe,24.1000003814697,2535393800.64,3.02267002518892,,1110.44701234809,,,30.8,,5.20900011062622,36.464,2010
ZMB,Zambia,57.2999992370605,14688609614.7731,8.50176133365265,,1214.69499437353,106.97876739502,378994.0,26.0,55.6,13.1899995803833,41.194,2010
YEM,"Yemen, Rep.",,1321903577774.0,11.1748338605043,68.9,2722.48247638311,91.7458267211914,648153.0,28.1,,12.831000328064,34.472,2010
PSE,West Bank and Gaza,,2394201740.06,3.74915727597098,,2927.08101953403,91.3215713500977,43032.0,13.2,35.3,21.4200000762939,33.564,2010
VIR,Virgin Islands (U.S.),,,,,47162.7375570431,,,,,11.7340002059937,14.8,2010
VNM,Vietnam,35.2000007629395,2689967435000000.0,9.20746648778418,,2015.96264921919,105.709167480469,0.0,11.7,39.3,1.11000001430511,17.282,2010
VEN,"Venezuela, RB",,303719003191.32,28.1874647092039,10.3,,102.755821228027,117246.0,10.5,,7.1100001335144,20.786,2010
VUT,Vanuatu,,43260379597.0,2.7626946947735,,2855.86809298653,122.482803344727,,12.4,37.4,1.85000002384186,32.262,2010
UZB,Uzbekistan,,,,,2131.35773102117,93.9317474365234,123898.0,15.5,,5.40000009536743,22.0,2010
URY,Uruguay,,256068216282.076,6.69870886978135,2.2,13433.0620743605,112.825141906738,470.0,4.8,44.5,7.15999984741211,14.332,2010
USA,United States,,14611329606664.5,1.64004344238989,,52963.4641697124,,,4.1,40.0,9.63000011444092,13.0,2010
GBR,United Kingdom,,3258357764950.0,2.49265472467065,,42487.9254102784,104.554908752441,68120.0,3.0,34.4,7.78999996185303,12.9,2010
ARE,United Arab Emirates,,990054000000.0,0.877983288285896,,32534.807247033,,,4.6,,2.48099994659424,11.888,2010
UKR,Ukraine,,860545459576.84,9.37293105078976,,2315.09985351563,98.8184432983398,143343.0,7.0,24.8,8.10000038146973,10.8,2010
UGA,Uganda,60.0999984741211,5968454979344.09,3.9765528847817,,767.738526705198,121.982307434082,575155.0,25.0,,3.58599996566772,44.693,2010
TUV,Tuvalu,,,,,2904.72607221736,,,16.4,39.1,,,2010
TCA,Turks and Caicos Islands,,,,,,,,,,,,2010
TKM,Turkmenistan,,,,,4265.94860108645,,,23.0,,4.0,25.405,2010
TUR,Turkiye,13.0,765080705339.174,8.56644420552977,,8491.58865227409,101.298980712891,247866.0,9.0,38.8,10.6599998474121,17.918,2010
TUN,Tunisia,,44615460000.0,3.33897963601065,,3954.99230391751,107.192138671875,11187.0,12.3,35.8,13.0500001907349,18.149,2010
TTO,Trinidad and Tobago,,45452010087.74,10.5492003179987,10.5,18188.6826454965,106.210083007813,1509.0,14.4,,4.03000020980835,15.206,2010
TON,Tonga,,284180110.0,3.53491239189831,,3769.06951421995,108.361198425293,,5.5,,1.73699998855591,27.421,2010
TGO,Togo,,531666914959.097,1.44594517430865,,483.236099457967,127.337432861328,,29.5,,2.43199992179871,37.207,2010
TLS,Timor-Leste,,-221355828.23,6.76597680236482,,1185.6231029648,122.682792663574,18532.0,24.7,,3.29999995231628,30.694,2010
THA,Thailand,27.0,11019183508032.4,3.24758842443727,,5163.59766399834,96.8581390380859,,7.7,39.4,0.620000004768372,11.757,2010
TZA,Tanzania,63.5,6798432468407.93,6.20015595647402,,808.140502929688,102.841667175293,604441.0,24.9,,2.98600006103516,40.249,2010
TJK,Tajikistan,,1605609331.66361,6.44531440780656,,783.376715088062,101.498466491699,7997.0,20.1,,10.8900003433228,31.627,2010
SYR,Syrian Arab Republic,,1317992482402.78,4.39741383150069,,1701.45435815672,116.823791503906,21842.0,10.1,,8.60999965667725,28.145,2010
CHE,Switzerland,,1051882936043.87,0.688238707220017,,82026.7245120154,102.849456787109,2277.0,3.2,32.6,4.80000019073486,10.3,2010
SWE,Sweden,,5169216000000.0,1.15798802715629,,48369.9100407876,101.437637329102,2051.0,1.6,27.7,8.60999965667725,12.3,2010
SUR,Suriname,,3226838950.39791,6.94108221639997,4.9,8941.99326323718,114.04035949707,6263.0,14.8,,7.15000009536743,20.485,2010
SDN,Sudan,,33343768304.57,12.9776663898014,,2208.42309570313,71.7259826660156,,31.8,,15.1979999542236,35.475,2010
VCT,St. Vincent and the Grenadines,,1009926679.0,0.747109026311466,4.9,6782.82653942584,109.108093261719,71.0,12.6,,19.0499992370605,16.252,2010
MAF,St. Martin (French part),,,,,,,,,,,16.8,2010
LCA,St. Lucia,,3763435138.0,3.25034409180125,11.6,10151.0464851415,,,12.7,,17.1079998016357,13.08,2010
KNA,St. Kitts and Nevis,,2390384121.0,0.850878649795933,2.2,16888.139274561,113.479682922363,132.0,11.7,,,,2010
LKA,Sri Lanka,,2278521434331.74,6.21764889304619,,2950.39072132162,99.503288269043,89067.0,6.4,,4.78000020980835,17.838,2010
ESP,Spain,,2604952000000.0,1.79986457728766,,25702.7041613051,103.975578308105,1785.0,2.1,35.2,19.8600006103516,10.4,2010
SSD,South Sudan,,,1.16962180301104,,2352.41604924738,,,43.0,,12.1770000457764,38.219,2010
ZAF,South Africa,23.0,2238119526564.8,4.08972989470472,,6084.96797829261,104.729377746582,,12.0,63.4,24.6800003051758,23.305,2010
SOM,Somalia,73.5999984741211,,,,,,,43.6,,18.9580001831055,44.162,2010
SLB,Solomon Islands,,870681540.84,1.0514816332104,,2099.36976053763,114.656143188477,,10.8,,1.57799994945526,33.965,2010
SVN,Slovenia,,34795180000.0,1.80117022137136,,20612.5895305308,99.4963912963867,683.0,1.8,24.9,7.23999977111816,10.9,2010
SVK,Slovak Republic,,43641220000.0,0.957018132975136,,14526.4022501277,101.448020935059,10409.0,3.3,27.3,14.3800001144409,11.2,2010
SXM,Sint Maarten (Dutch part),,,1.33857621672885,,33579.2962311146,,,,,,13.1,2010
SGP,Singapore,,260313600000.0,2.82366134885609,,48752.9380740728,,,1.1,,4.11999988555908,9.3,2010
SLE,Sierra Leone,,1777761160455.47,7.19353613051804,,535.820735033786,,,39.5,,4.17000007629395,38.675,2010
SYC,Seychelles,,5807148372.53,-2.40463875108223,,12336.3433095759,110.431793212891,,8.7,,,16.8,2010
SRB,Serbia,,1722549000000.0,6.14255360247246,,5206.08795679218,95.8957595825195,15004.0,4.8,,19.2199993133545,9.4,2010
SEN,Senegal,38.7999992370605,2126017199038.0,1.22868119673344,,1149.64647287665,84.0348815917969,553211.0,26.8,,10.2639999389648,38.306,2010
SAU,Saudi Arabia,,-2470601000.0,5.33941680637453,,18568.3631857203,106.622428894043,89185.0,6.3,,5.55000019073486,22.123,2010
STP,Sao Tome and Principe,,1404242196.43203,13.34005235378,,1402.30210156302,116.59204864502,2718.0,16.1,30.8,14.6049995422363,36.003,2010
SMR,San Marino,,,2.58541815582589,,52932.428529936,,,1.3,,,10.3,2010
WSM,Samoa,,641082000.0,0.777007268777681,,4083.20865204871,110.744010925293,157.0,7.8,,5.72800016403198,28.001,2010
RWA,Rwanda,65.0999984741211,283145952000.0,-0.246128693436925,,599.233843538559,148.230285644531,,23.0,47.2,1.07799994945526,34.576,2010
RUS,Russian Federation,,17468200000000.0,6.8493923025503,,8755.11328125,,,4.6,39.5,7.36999988555908,12.5,2010
